Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Adj Close
1998-12-22,11.846365470526637,11.846365470526637,11.720088464625139,11.775334358215332,55887,0.0,0.0,0.0,11.775334358215332
1998-12-23,11.727983134501837,11.948967933654785,11.727983134501837,11.948967933654785,78784,0.0,0.0,0.0,11.948967933654785
1998-12-24,11.948970499885283,12.02789306640625,11.909508623641145,12.02789306640625,43824,0.0,0.0,0.0,12.02789306640625
1998-12-28,12.019993325221481,12.019993325221481,11.838470462509123,11.870040893554688,51948,0.0,0.0,0.0,11.870040893554688
1998-12-29,11.885823967910115,11.996316909790039,11.743761783488285,11.996316909790039,100819,0.0,0.0,0.0,11.996316909790039
1998-12-30,11.933182712160333,12.012106447698484,11.870045384083687,11.948967933654785,154614,0.0,0.0,0.0,11.948967933654785
1998-12-31,11.948965334861777,11.964749366956289,11.838472366333008,11.838472366333008,65366,0.0,0.0,0.0,11.838472366333008
1999-01-04,11.696411333615215,12.035780476298584,11.696411333615215,11.838472366333008,250632,0.0,0.0,0.0,11.838472366333008
1999-01-05,11.791121648545536,11.964751969182181,11.791121648545536,11.948967933654785,47763,0.0,0.0,0.0,11.948967933654785
1999-01-06,12.169949736119134,12.34358119996839,12.091027205981662,12.32779598236084,129871,0.0,0.0,0.0,12.32779598236084
1999-01-07,12.201517551333522,12.517210006713867,12.169948305795486,12.517210006713867,89986,0.0,0.0,0.0,12.517210006713867
1999-01-08,12.65927291269099,12.65927291269099,12.461964820550563,12.5961332321167,173694,0.0,0.0,0.0,12.5961332321167
1999-01-11,12.611917757331103,12.611917757331103,12.288332693715313,12.406718254089355,62904,0.0,0.0,0.0,12.406718254089355
1999-01-12,12.343580279598806,12.343580279598806,12.059455871582031,12.059455871582031,117437,0.0,0.0,0.0,12.059455871582031
1999-01-13,11.475421510334296,12.05945178708945,11.475421510334296,11.901605606079102,359206,0.0,0.0,0.0,11.901605606079102
1999-01-14,11.870039937313125,11.956855057794847,11.491207840917452,11.601700782775879,59950,0.0,0.0,0.0,11.601700782775879
1999-01-15,11.759551455873583,11.933181762695312,11.704305556972756,11.933181762695312,96757,0.0,0.0,0.0,11.933181762695312
1999-01-19,12.122593668219746,12.122593668219746,11.71219348219329,11.870040893554688,54903,0.0,0.0,0.0,11.870040893554688
1999-01-20,11.99632432370305,12.146278021959166,11.885831313536746,11.956862449645996,76445,0.0,0.0,0.0,11.956862449645996
1999-01-21,11.854253997719617,11.90949987228517,11.712191822017978,11.74376106262207,438482,0.0,0.0,0.0,11.74376106262207
1999-01-22,11.680625683427083,11.743764181402904,11.601703153940683,11.664841651916504,109928,0.0,0.0,0.0,11.664841651916504
1999-01-25,11.727984648205338,11.775337946866363,11.585922380287842,11.759553909301758,169632,0.0,0.0,0.0,11.759553909301758
1999-01-26,11.806900739793765,11.830578562120074,11.68062376458634,11.767438888549805,118053,0.0,0.0,0.0,11.767438888549805
1999-01-27,11.838471692243086,11.838471692243086,11.617486953735352,11.617486953735352,56872,0.0,0.0,0.0,11.617486953735352
1999-01-28,11.585916973797055,11.806901698350948,11.585916973797055,11.791117668151855,47270,0.0,0.0,0.0,11.791117668151855
1999-01-29,11.862152495535687,12.059459457826208,11.696413603560666,12.043675422668457,72998,0.0,0.0,0.0,12.043675422668457
1999-02-01,12.091027553546366,12.091027553546366,11.838472366333008,11.838472366333008,59827,0.0,0.0,0.0,11.838472366333008
1999-02-02,11.743759865437614,11.806898340209328,11.593806284346375,11.712190628051758,107220,0.0,0.0,0.0,11.712190628051758
1999-02-03,11.649058521081667,11.885828523885898,11.562243367305802,11.799012184143066,69675,0.0,0.0,0.0,11.799012184143066
1999-02-04,11.712194959080387,11.775333457199956,11.52277946472168,11.52277946472168,48625,0.0,0.0,0.0,11.52277946472168
1999-02-05,11.499102124586965,11.554348010587654,11.349148497170805,11.428071022033691,103035,0.0,0.0,0.0,11.428071022033691
1999-02-08,11.50699545975991,11.52277949134289,11.317579964963592,11.396502494812012,137749,0.0,0.0,0.0,11.396502494812012
1999-02-09,11.396499385582894,11.428068626102794,11.159730674666868,11.238653182983398,264050,0.0,0.0,0.0,11.238653182983398
1999-02-10,11.270228830782377,11.333367347717285,11.143951796912562,11.333367347717285,31883,0.0,0.0,0.0,11.333367347717285
1999-02-11,11.380717465408907,11.806901698350948,11.380717465408907,11.791117668151855,81000,0.0,0.0,0.0,11.791117668151855
1999-02-12,11.727979915972584,11.791118412689078,11.491209960302362,11.617486953735352,106974,0.0,0.0,0.0,11.617486953735352
