Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Adj Close
2003-09-29,56.04374522088353,56.04922529879484,55.93964464094208,55.977996826171875,13600,0.0,0.0,0.0,55.977996826171875
2003-09-30,56.049150255344856,56.29021901970785,56.04367018477074,56.26830291748047,62600,0.0,0.0,0.0,56.26830291748047
2003-10-01,56.23546383490336,56.29573210635725,56.213547719822714,56.240943908691406,66300,0.0,0.0,0.0,56.240943908691406
2003-10-02,55.99440867417148,56.24096191270239,55.89031231930422,56.153297424316406,68900,0.0,0.0,0.0,56.153297424316406
2003-10-03,55.91225556313365,55.91225556313365,55.72049044678674,55.747886657714844,64500,0.0,0.0,0.0,55.747886657714844
2003-10-06,55.687579674843846,55.87934047797976,55.665663557332316,55.83003234863281,28700,0.0,0.0,0.0,55.83003234863281
2003-10-07,55.851963569003736,55.851963569003736,55.545142020947054,55.63828659057617,13000,0.0,0.0,0.0,55.63828659057617
2003-10-08,55.60543102389931,55.912252686222196,55.49037446805624,55.7752799987793,42700,0.0,0.0,0.0,55.7752799987793
2003-10-09,55.550618176397165,55.610886466579586,55.391729427741055,55.5780143737793,35900,0.0,0.0,0.0,55.5780143737793
2003-10-10,55.70949807824475,55.912219038490534,55.70949807824475,55.884822845458984,13500,0.0,0.0,0.0,55.884822845458984
2003-10-13,55.88483566412393,55.93962388268198,55.63828659057617,55.63828659057617,23700,0.0,0.0,0.0,55.63828659057617
2003-10-14,55.578021737427854,55.6602019803168,55.413652891503176,55.528709411621094,54300,0.0,0.0,0.0,55.528709411621094
2003-10-15,55.43554060114561,55.46841268145162,55.28213198628925,55.39170837402344,23100,0.0,0.0,0.0,55.39170837402344
2003-10-16,55.55062613663413,55.638290636760736,55.090400051189775,55.24380874633789,62300,0.0,0.0,0.0,55.24380874633789
2003-10-17,55.35883111594234,55.50675964355469,55.199942442538934,55.50675964355469,55600,0.0,0.0,0.0,55.50675964355469
2003-10-20,55.413677292969076,55.59448226708919,55.413677292969076,55.47394561767578,12900,0.0,0.0,0.0,55.47394561767578
