Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Adj Close
1998-12-22,19.164025476373777,19.28232192993164,19.164025476373777,19.28232192993164,3700,0.0,0.0,0.0,19.28232192993164
1998-12-23,19.305979342451895,19.495253649730834,19.282320054042028,19.365127563476562,12000,0.0,0.0,0.0,19.365127563476562
1998-12-24,19.637210871119233,19.72001838684082,19.542573710294565,19.72001838684082,1600,0.0,0.0,0.0,19.72001838684082
1998-12-28,19.625381445480606,19.637211090715976,19.542573928833008,19.542573928833008,8600,0.0,0.0,0.0,19.542573928833008
1998-12-29,19.601712648337486,19.96843147277832,19.601712648337486,19.96843147277832,1100,0.0,0.0,0.0,19.96843147277832
1998-12-30,19.95660362562683,19.992092547308445,19.802818298339844,19.802818298339844,31700,0.0,0.0,0.0,19.802818298339844
1998-12-31,19.802822646912208,19.873800505861713,19.779163360595703,19.779163360595703,32400,0.0,0.0,0.0,19.779163360595703
1999-01-04,19.802825335561153,20.086736809906114,19.613551019331176,19.660869598388672,5200,0.0,0.0,0.0,19.660869598388672
1999-01-05,19.77916615503074,19.99209976196289,19.77916615503074,19.99209976196289,1300,0.0,0.0,0.0,19.99209976196289
1999-01-06,20.22868935614653,20.559919357299805,20.22868935614653,20.559919357299805,8100,0.0,0.0,0.0,20.559919357299805
1999-01-07,20.465286547137843,20.678220164391302,20.441627256331905,20.536264419555664,13700,0.0,0.0,0.0,20.536264419555664
1999-01-08,20.654556500486454,20.749193643673106,20.52443042860481,20.559919357299805,18600,0.0,0.0,0.0,20.559919357299805
1999-01-11,20.630886168339266,20.654545441468095,20.28782670797124,20.453441619873047,63100,0.0,0.0,0.0,20.453441619873047
1999-01-12,20.14587713024112,20.20502533085839,19.8974546876486,19.921113967895508,3300,0.0,0.0,0.0,19.921113967895508
1999-01-13,19.447939284304354,20.015762329101562,19.447939284304354,20.015762329101562,3400,0.0,0.0,0.0,20.015762329101562
1999-01-14,19.82648100385931,19.92111814468919,19.47159172574727,19.56622886657715,36600,0.0,0.0,0.0,19.56622886657715
1999-01-15,19.82648685740001,19.838316503496312,19.720020042533303,19.81465721130371,34800,0.0,0.0,0.0,19.81465721130371
1999-01-19,20.039411109550592,20.122218593474358,19.802818298339844,19.802818298339844,4100,0.0,0.0,0.0,19.802818298339844
1999-01-20,20.086731802002387,20.323324638303944,20.00392430929684,20.134050369262695,3500,0.0,0.0,0.0,20.134050369262695
1999-01-21,20.086736081758,20.110395370429096,19.897461772389256,19.944780349731445,31500,0.0,0.0,0.0,19.944780349731445
1999-01-22,19.637207495138806,20.098563574843876,19.589888922861363,20.03941535949707,12300,0.0,0.0,0.0,20.03941535949707
1999-01-25,19.944781182644633,20.039418341281145,19.850144024008124,19.99209976196289,8100,0.0,0.0,0.0,19.99209976196289
