Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Adj Close
1998-12-22,12.15421175831525,12.18162727355957,12.13593474815237,12.18162727355957,1900,0.0,0.0,0.0,12.18162727355957
1998-12-23,12.263876822230191,12.364400402740275,12.263876822230191,12.309569358825684,700,0.0,0.0,0.0,12.309569358825684
1998-12-24,12.455776983490876,12.592854499816895,12.400945976960468,12.592854499816895,1500,0.0,0.0,0.0,12.592854499816895
1998-12-28,12.574580336385031,12.574580336385031,12.46491829856772,12.483195304870605,2500,0.0,0.0,0.0,12.483195304870605
1998-12-29,12.711653709411621,12.711653709411621,12.711653709411621,12.711653709411621,100,0.0,0.0,0.0,12.711653709411621
1998-12-30,12.702516784062897,12.702516784062897,12.675101280212402,12.675101280212402,800,0.0,0.0,0.0,12.675101280212402
1998-12-31,12.784768421311762,12.867014965837713,12.784768421311762,12.821322441101074,3300,0.0,0.0,0.0,12.821322441101074
1999-01-04,12.83046006537103,13.013230151772326,12.665966987609863,12.665966987609863,13000,0.0,0.0,0.0,12.665966987609863
1999-01-05,12.784764579987861,13.04064264163165,12.784764579987861,12.976673126220703,4400,0.0,0.0,0.0,12.976673126220703
1999-01-06,13.058919313952172,13.205135345458984,12.994949800167943,13.205135345458984,12900,0.0,0.0,0.0,13.205135345458984
1999-01-07,13.141167316144148,13.68033899323212,13.058920789130728,13.104613304138184,86200,0.0,0.0,0.0,13.104613304138184
1999-01-08,13.223417257024723,13.552403450012207,13.223417257024723,13.552403450012207,25200,0.0,0.0,0.0,13.552403450012207
1999-01-11,13.561540762797339,13.579817771911621,13.451878708111646,13.579817771911621,14200,0.0,0.0,0.0,13.579817771911621
1999-01-12,13.461016076704414,13.524985603206064,13.205137970697812,13.232553482055664,5100,0.0,0.0,0.0,13.232553482055664
1999-01-13,12.83960094559664,13.086340607896362,12.83960094559664,12.94012451171875,5500,0.0,0.0,0.0,12.94012451171875
1999-01-14,12.976673704454269,12.99495070967181,12.611133600103445,12.720795631408691,127300,0.0,0.0,0.0,12.720795631408691
1999-01-15,12.867005301635484,12.912697792053223,12.803035815050647,12.912697792053223,15800,0.0,0.0,0.0,12.912697792053223
1999-01-19,12.86700980716587,12.86700980716587,12.583716267377417,12.675101280212402,26700,0.0,0.0,0.0,12.675101280212402
1999-01-20,12.675099428759298,12.766484428245665,12.620268429067476,12.629406929016113,40900,0.0,0.0,0.0,12.629406929016113
1999-01-21,12.629410253014676,12.647687257722367,12.510609722414681,12.574579238891602,59900,0.0,0.0,0.0,12.574579238891602
1999-01-22,12.446645197999134,12.492337728094578,12.309567607712799,12.327844619750977,7000,0.0,0.0,0.0,12.327844619750977
1999-01-25,12.455778708291609,12.574579238891602,12.41008619652238,12.574579238891602,29300,0.0,0.0,0.0,12.574579238891602
1999-01-26,12.528887353207557,12.538025856018066,12.391809811049926,12.538025856018066,1800,0.0,0.0,0.0,12.538025856018066
1999-01-27,12.766488976376973,12.766488976376973,12.43750286102295,12.43750286102295,15100,0.0,0.0,0.0,12.43750286102295
1999-01-28,12.510610942329679,12.510610942329679,12.282148361206055,12.282148361206055,6800,0.0,0.0,0.0,12.282148361206055
1999-01-29,12.254735780062276,12.346120834350586,12.254735780062276,12.346120834350586,400,0.0,0.0,0.0,12.346120834350586
