Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Adj Close
1998-12-22,17.564036841993772,17.7410044676058,17.564036841993772,17.718883514404297,5700,0.0,0.0,0.0,17.718883514404297
1998-12-23,17.829498593769376,18.1170711517334,17.829498593769376,18.1170711517334,18100,0.0,0.0,0.0,18.1170711517334
1998-12-24,18.13918493326428,18.22766876220703,18.061761582939372,18.22766876220703,4900,0.0,0.0,0.0,18.22766876220703
1998-12-28,18.17236063633059,18.227663011973714,17.96221160888672,17.96221160888672,15500,0.0,0.0,0.0,17.96221160888672
1998-12-29,17.962218181196466,18.360395431518555,17.962218181196466,18.360395431518555,5300,0.0,0.0,0.0,18.360395431518555
1998-12-30,18.404632086307714,18.426753038334528,18.205543518066406,18.205543518066406,17300,0.0,0.0,0.0,18.205543518066406
1998-12-31,18.271904959128456,18.404630661010742,18.227663058501026,18.404630661010742,6600,0.0,0.0,0.0,18.404630661010742
1999-01-04,18.581605015030828,18.670088848435736,18.24979063976242,18.360395431518555,249200,0.0,0.0,0.0,18.360395431518555
1999-01-05,18.404637745125296,18.647968292236328,18.404637745125296,18.647968292236328,4400,0.0,0.0,0.0,18.647968292236328
1999-01-06,18.780691124594476,18.957658767700195,18.736449213818045,18.957658767700195,38500,0.0,0.0,0.0,18.957658767700195
1999-01-07,18.780698729288115,18.891303551015373,18.647972943215407,18.869182586669922,15900,0.0,0.0,0.0,18.869182586669922
1999-01-08,18.913404799363622,19.10143280029297,18.913404799363622,19.10143280029297,24400,0.0,0.0,0.0,19.10143280029297
1999-01-11,19.09038091050208,19.289469471561777,18.979776154357804,19.14568328857422,7700,0.0,0.0,0.0,19.14568328857422
1999-01-12,19.200995504994403,19.289479355247835,19.0461487670509,19.068269729614258,270700,0.0,0.0,0.0,19.068269729614258
1999-01-13,18.24978866398474,19.02402212245682,18.24978866398474,18.89129638671875,7100,0.0,0.0,0.0,18.89129638671875
1999-01-14,18.957657830915036,19.012960216652825,18.67008542507852,18.736448287963867,12200,0.0,0.0,0.0,18.736448287963867
1999-01-15,18.802812784024987,19.046143302406485,18.802812784024987,18.990840911865234,7700,0.0,0.0,0.0,18.990840911865234
1999-01-19,19.31159492527237,19.57704640190842,19.200990143340686,19.532804489135742,22700,0.0,0.0,0.0,19.532804489135742
1999-01-20,19.64341163635254,19.908863144951898,19.532806841102808,19.64341163635254,25800,0.0,0.0,0.0,19.64341163635254
1999-01-21,19.599166473958427,19.599166473958427,18.913416856923764,18.957658767700195,23200,0.0,0.0,0.0,18.957658767700195
1999-01-22,18.824937086323235,19.024025727659204,18.692211325432588,18.880239486694336,67100,0.0,0.0,0.0,18.880239486694336
1999-01-25,18.891297548195432,19.046144249410148,18.891297548195432,19.035083770751953,495300,0.0,0.0,0.0,19.035083770751953
1999-01-26,19.068263286107396,19.13462615137227,18.880235167856917,19.123565673828125,187400,0.0,0.0,0.0,19.123565673828125
1999-01-27,19.178869773294323,19.178869773294323,18.93553924560547,18.93553924560547,6800,0.0,0.0,0.0,18.93553924560547
1999-01-28,19.112503051757812,19.355833530426025,19.112503051757812,19.289470672607422,25800,0.0,0.0,0.0,19.289470672607422
1999-01-29,19.311591625213623,19.311591625213623,19.04614019393921,19.289470672607422,13800,0.0,0.0,0.0,19.289470672607422
1999-02-01,19.377964485194557,19.44432737726714,19.22311773702519,19.40008544921875,34000,0.0,0.0,0.0,19.40008544921875
1999-02-02,19.09038209915161,19.145684480667114,18.8470516204834,19.112503051757812,141700,0.0,0.0,0.0,19.112503051757812
1999-02-03,19.06826511450209,19.477502822875977,19.06826511450209,19.477502822875977,38900,0.0,0.0,0.0,19.477502822875977
1999-02-04,19.3558344851915,19.422197346283586,19.20098780930997,19.33371353149414,7400,0.0,0.0,0.0,19.33371353149414
1999-02-05,19.333712577819824,19.333712577819824,18.979777336120605,19.112503051757812,16900,0.0,0.0,0.0,19.112503051757812
1999-02-08,19.200977036079095,19.200977036079095,19.02400950579265,19.10143280029297,6500,0.0,0.0,0.0,19.10143280029297
1999-02-09,19.15674300913541,19.17886395949238,18.75856590270996,18.75856590270996,220800,0.0,0.0,0.0,18.75856590270996
1999-02-10,18.625837370928597,18.802804946899414,18.537353582943187,18.802804946899414,17800,0.0,0.0,0.0,18.802804946899414
1999-02-11,18.73645842334795,19.311603546142578,18.67009552456396,19.311603546142578,5300,0.0,0.0,0.0,19.311603546142578
1999-02-12,19.20099648763967,19.20099648763967,18.913423959598983,19.024028778076172,8400,0.0,0.0,0.0,19.024028778076172
1999-02-16,19.112503051757812,19.333712577819824,19.112503051757812,19.200986862182617,18500,0.0,0.0,0.0,19.200986862182617
1999-02-17,19.15674255335567,19.289468252339656,18.97977495471035,19.001895904541016,12900,0.0,0.0,0.0,19.001895904541016
1999-02-18,19.068258311830718,19.256286381030908,18.94659309058354,19.24522590637207,11500,0.0,0.0,0.0,19.24522590637207
1999-02-19,19.245232808897352,19.377958552406987,19.245232808897352,19.300535202026367,13900,0.0,0.0,0.0,19.300535202026367
1999-02-22,19.37795213898424,19.720826862904627,19.333710239123548,19.709766387939453,17800,0.0,0.0,0.0,19.709766387939453
1999-02-23,19.75401139540777,19.75401139540777,19.466439001073724,19.67658805847168,15000,0.0,0.0,0.0,19.67658805847168
1999-02-24,19.731895047514378,19.80931840252144,19.44432258605957,19.44432258605957,28000,0.0,0.0,0.0,19.44432258605957
1999-02-25,19.3558385630985,19.3558385630985,19.024024187731097,19.25629425048828,98900,0.0,0.0,0.0,19.25629425048828
1999-02-26,19.333724512403908,19.366905961795908,19.03509146787593,19.311603546142578,10800,0.0,0.0,0.0,19.311603546142578
1999-03-01,19.267353294228112,19.289474250937904,19.0461437271302,19.278413772583008,8800,0.0,0.0,0.0,19.278413772583008
1999-03-02,19.400073035028853,19.565980159045633,19.145682111536455,19.26734733581543,11500,0.0,0.0,0.0,19.26734733581543
1999-03-03,19.333711374019487,19.333711374019487,19.112501861730934,19.14568328857422,13100,0.0,0.0,0.0,19.14568328857422
1999-03-04,19.422198764311737,19.488561630249023,19.278412554780957,19.488561630249023,10400,0.0,0.0,0.0,19.488561630249023
1999-03-05,19.776135888136718,19.97522450446024,19.709773016028876,19.93098258972168,25400,0.0,0.0,0.0,19.93098258972168
1999-03-08,19.886737343477304,19.953100204467773,19.776132575159856,19.953100204467773,62700,0.0,0.0,0.0,19.953100204467773
1999-03-09,19.709772095067542,19.99734452743104,19.687651138731887,19.798255920410156,12200,0.0,0.0,0.0,19.798255920410156
1999-03-10,19.776129269520705,19.975217819213867,19.66552451969117,19.975217819213867,10700,0.0,0.0,0.0,19.975217819213867
1999-03-11,19.975218782330504,20.218549243687796,19.975218782330504,20.10794448852539,23600,0.0,0.0,0.0,20.10794448852539
1999-03-12,20.1964239504485,20.28490773555452,19.99733543395996,19.99733543395996,24600,0.0,0.0,0.0,19.99733543395996
1999-03-15,20.130072134200898,20.20749548856321,19.975225425476278,20.063709259033203,144800,0.0,0.0,0.0,20.063709259033203
1999-03-16,20.13005776168233,20.13005776168233,19.98627163481317,20.019453048706055,9100,0.0,0.0,0.0,20.019453048706055
1999-03-17,19.953108808729382,20.074774106343586,19.83144351111518,19.90886688232422,2700,0.0,0.0,0.0,19.90886688232422
1999-03-18,19.798250945626872,20.185367584228516,19.798250945626872,20.185367584228516,9500,0.0,0.0,0.0,20.185367584228516
1999-03-19,20.19643571944964,20.284919556117543,20.019468046113825,20.096891403198242,6900,0.0,0.0,0.0,20.096891403198242
1999-03-22,20.041584014892578,20.240672597821973,20.019463061233754,20.041584014892578,40900,0.0,0.0,0.0,20.041584014892578
1999-03-23,19.997343602434864,19.997343602434864,19.422198764311737,19.488561630249023,15400,0.0,0.0,0.0,19.488561630249023
1999-03-24,19.44432728654247,19.57705307006836,19.35584343085855,19.57705307006836,12800,0.0,0.0,0.0,19.57705307006836
