Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Adj Close
1998-12-22,14.889272365929944,15.266898838978893,14.889272365929944,15.248916625976562,150300,0.0,0.0,0.0,15.248916625976562
1998-12-23,15.419741813382954,16.57060300995031,15.356804091695675,15.617546081542969,44000,0.0,0.0,0.0,15.617546081542969
1998-12-24,15.617548531726984,15.617548531726984,15.536628591148087,15.590575218200684,45500,0.0,0.0,0.0,15.590575218200684
1998-12-28,15.617535621550134,15.626526718626444,15.428722582947628,15.500651359558105,25400,0.0,0.0,0.0,15.500651359558105
1998-12-29,15.509653429709012,15.860306463771998,14.952205016583239,15.842324256896973,123500,0.0,0.0,0.0,15.842324256896973
1998-12-30,15.84231985017002,15.887275354852681,15.716444437058566,15.743417739868164,10200,0.0,0.0,0.0,15.743417739868164
1998-12-31,15.707461086049316,15.779389929030652,15.581585610831977,15.626541137695312,66300,0.0,0.0,0.0,15.626541137695312
1999-01-04,15.75240207769478,15.878277436763119,15.383767097566079,15.500651359558105,50000,0.0,0.0,0.0,15.500651359558105
1999-01-05,15.59057277224842,15.69846600942661,15.545617256757508,15.617546081542969,27900,0.0,0.0,0.0,15.617546081542969
1999-01-06,15.725436516589271,15.81534753154976,15.626534400132735,15.806356430053711,118500,0.0,0.0,0.0,15.806356430053711
1999-01-07,15.689478875303982,15.689478875303982,15.509656767850641,15.626541137695312,43500,0.0,0.0,0.0,15.626541137695312
1999-01-08,15.626536351142764,15.635527453761373,15.320838862110051,15.5635986328125,63800,0.0,0.0,0.0,15.5635986328125
1999-01-11,15.52764092751269,15.52764092751269,15.150014454463742,15.248916625976562,65400,0.0,0.0,0.0,15.248916625976562
1999-01-12,15.239920871143035,15.293867493695753,15.105054314761238,15.132027626037598,29400,0.0,0.0,0.0,15.132027626037598
1999-01-13,14.700459670341735,15.239926080262533,14.700459670341735,15.159006118774414,73800,0.0,0.0,0.0,15.159006118774414
1999-01-14,15.096061093631363,15.150007708617537,14.66448817374196,14.871283531188965,30800,0.0,0.0,0.0,14.871283531188965
1999-01-15,14.997165266976971,15.087076329728632,14.862298672849482,15.033129692077637,39000,0.0,0.0,0.0,15.033129692077637
1999-01-19,15.150008539106365,15.150008539106365,14.763391110511959,14.862293243408203,39200,0.0,0.0,0.0,14.862293243408203
1999-01-20,14.952200184972783,15.069084491890791,14.835315878054777,14.907244682312012,480500,0.0,0.0,0.0,14.907244682312012
1999-01-21,14.844307273425576,14.925227179822203,14.592556453524962,14.682467460632324,42500,0.0,0.0,0.0,14.682467460632324
